1/10, 1/1, 7, 15188.265372136, 2025-01-10T22:09:37.762
2/10, 1/1, 7, 15055.322166999, 2025-01-11T02:22:05.533
3/10, 1/1, 7, 16049.491533912, 2025-01-11T06:58:55.952
4/10, 1/1, 7, 16036.572529545, 2025-01-11T11:27:48.247
5/10, 1/1, 7, 16051.864818322, 2025-01-11T15:57:57.744
6/10, 1/1, 7, 16161.105739849, 2025-01-11T20:31:13.202
7/10, 1/1, 7, 16071.265260639, 2025-01-12T01:04:45.220
8/10, 1/1, 7, 15832.00596802, 2025-01-12T05:33:32.416
9/10, 1/1, 7, 15671.438547644, 2025-01-12T10:02:05.030
10/10, 1/1, 7, 16282.59495851, 2025-01-12T14:43:59.577
