1/10, 1/1, 7, 16143.442097896, 2025-01-12T23:06:16.434
2/10, 1/1, 7, 16242.295196217, 2025-01-13T03:41:54.792
3/10, 1/1, 7, 16097.312191517, 2025-01-13T08:12:45.061
4/10, 1/1, 7, 16056.910514903, 2025-01-13T12:46:18.669
5/10, 1/1, 7, 16348.789437225, 2025-01-13T17:24:27.348
6/10, 1/1, 7, 15954.839034857, 2025-01-13T21:52:55.595
7/10, 1/1, 7, 15726.38280355, 2025-01-14T02:23:09.890
8/10, 1/1, 7, 15912.774601344, 2025-01-14T07:00:43.926
9/10, 1/1, 7, 16286.884182388, 2025-01-14T11:42:05.630
10/10, 1/1, 7, 16151.005854687, 2025-01-14T16:13:46.227
